subject,model,p,v,rel,bin
college_mathematics,meta_llama_llama_3_8b_instruct,0.36,0.23272727272727275,1.0101010101010102,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.35,0.2297979797979795,1.0101010101010088,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.37,0.2354545454545456,1.0101010101010108,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.39,0.24030303030303046,1.0101010101010108,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.35,0.22979797979797945,1.0101010101010086,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.37,0.23545454545454558,1.0101010101010106,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.38,0.2379797979797979,1.0101010101010097,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.37,0.2354545454545456,1.0101010101010108,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.39,0.24030303030303052,1.010101010101011,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.39,0.24030303030303052,1.010101010101011,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.4,0.24242424242424235,1.0101010101010097,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.33,0.223333333333333,1.0101010101010086,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.35,0.2297979797979795,1.0101010101010088,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.33,0.223333333333333,1.0101010101010086,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.35,0.22979797979797947,1.0101010101010088,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.35,0.2297979797979795,1.0101010101010088,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.39,0.24030303030303046,1.0101010101010108,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.38,0.23797979797979793,1.01010101010101,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.4,0.24242424242424235,1.0101010101010097,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.38,0.23797979797979782,1.0101010101010095,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.38,0.23797979797979782,1.0101010101010095,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.39,0.24030303030303046,1.0101010101010108,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.38,0.23797979797979793,1.01010101010101,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.38,0.23797979797979793,1.01010101010101,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.39,0.24030303030303052,1.010101010101011,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.38,0.2379797979797979,1.0101010101010097,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.38,0.23797979797979793,1.01010101010101,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.37,0.2354545454545456,1.0101010101010108,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.4,0.24242424242424238,1.01010101010101,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.38,0.23797979797979785,1.0101010101010095,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.4,0.24242424242424235,1.0101010101010097,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.35,0.2297979797979795,1.0101010101010088,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.35,0.2297979797979795,1.0101010101010088,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.35,0.22979797979797945,1.0101010101010086,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.37,0.23545454545454567,1.010101010101011,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.41,0.24434343434343422,1.0101010101010095,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.4,0.24242424242424235,1.0101010101010097,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.4,0.24242424242424235,1.0101010101010097,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.4,0.24242424242424235,1.0101010101010097,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.39,0.24030303030303046,1.0101010101010108,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.37,0.2354545454545456,1.0101010101010108,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.38,0.2379797979797979,1.0101010101010097,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.42,0.24606060606060623,1.0101010101010108,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.39,0.24030303030303052,1.010101010101011,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.39,0.24030303030303052,1.010101010101011,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.37,0.2354545454545456,1.0101010101010108,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.43,0.24757575757575742,1.0101010101010095,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.35,0.22979797979797945,1.0101010101010086,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.39,0.24030303030303052,1.010101010101011,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.4,0.24242424242424235,1.0101010101010097,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.4,0.24242424242424238,1.01010101010101,0.3-0.5
college_mathematics,meta_llama_llama_3_8b_instruct,0.42,0.2460606060606062,1.0101010101010106,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.38,0.23797979797979804,1.0101010101010104,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666682,1.0101010101010108,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.38,0.23797979797979796,1.01010101010101,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.22979797979797936,1.0101010101010082,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.22979797979797933,1.0101010101010082,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333286,1.010101010101008,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666682,1.0101010101010108,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666682,1.0101010101010108,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.2297979797979794,1.0101010101010084,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.28,0.2036363636363633,1.0101010101010084,0.1-0.3
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.3,0.212121212121212,1.0101010101010095,0.1-0.3
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.3,0.212121212121212,1.0101010101010095,0.1-0.3
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.29,0.20797979797979774,1.010101010101009,0.1-0.3
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.22979797979797945,1.0101010101010086,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.2233333333333328,1.0101010101010077,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.29,0.20797979797979774,1.010101010101009,0.1-0.3
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333286,1.010101010101008,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.22979797979797936,1.0101010101010082,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.38,0.23797979797979807,1.0101010101010104,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333286,1.010101010101008,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.4,0.24242424242424238,1.01010101010101,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.37,0.2354545454545457,1.010101010101011,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.39,0.24030303030303055,1.010101010101011,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.3,0.212121212121212,1.0101010101010095,0.1-0.3
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.29,0.20797979797979768,1.0101010101010088,0.1-0.3
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.39,0.24030303030303052,1.010101010101011,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.3,0.212121212121212,1.0101010101010095,0.1-0.3
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.22979797979797936,1.0101010101010082,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666682,1.0101010101010108,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.2297979797979793,1.010101010101008,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333286,1.010101010101008,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333286,1.010101010101008,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.37,0.2354545454545457,1.010101010101011,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.2297979797979793,1.010101010101008,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.22979797979797933,1.0101010101010082,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.39,0.24030303030303052,1.010101010101011,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.2297979797979794,1.0101010101010084,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.3,0.212121212121212,1.0101010101010095,0.1-0.3
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.38,0.23797979797979804,1.0101010101010104,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.22979797979797936,1.0101010101010082,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.22979797979797933,1.0101010101010082,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666682,1.0101010101010108,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.28,0.20363636363636328,1.0101010101010084,0.1-0.3
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.35,0.22979797979797933,1.0101010101010082,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.21979797979797952,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666682,1.0101010101010108,0.3-0.5
college_mathematics,mistralai_mistral_7b_instruct_v0_2,0.34,0.22666666666666682,1.0101010101010108,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797956,1.010101010101009,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.21979797979797946,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.36,0.23272727272727275,1.0101010101010102,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333288,1.0101010101010082,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797947,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.21979797979797946,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.21979797979797946,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.31,0.21606060606060593,1.0101010101010095,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.29,0.20797979797979774,1.010101010101009,0.1-0.3
college_mathematics,tiiuae_falcon_40b,0.29,0.20797979797979774,1.010101010101009,0.1-0.3
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797956,1.010101010101009,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.36,0.23272727272727275,1.0101010101010102,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.29,0.20797979797979776,1.0101010101010093,0.1-0.3
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797945,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797945,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797947,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797958,1.0101010101010093,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.38,0.2379797979797979,1.0101010101010097,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.38,0.2379797979797979,1.0101010101010097,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.38,0.2379797979797979,1.0101010101010097,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.2297979797979795,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.38,0.23797979797979793,1.01010101010101,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.29,0.20797979797979774,1.010101010101009,0.1-0.3
college_mathematics,tiiuae_falcon_40b,0.35,0.2297979797979795,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.21979797979797946,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.2297979797979795,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.22666666666666685,1.010101010101011,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.21979797979797946,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.2297979797979795,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797947,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.36,0.23272727272727273,1.0101010101010102,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.21979797979797946,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333294,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797958,1.0101010101010093,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797958,1.0101010101010093,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.21979797979797946,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.21979797979797946,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.21979797979797946,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.3,0.212121212121212,1.0101010101010095,0.1-0.3
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797947,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.21979797979797946,1.0101010101010086,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333288,1.0101010101010082,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.32,0.2197979797979795,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.2297979797979795,1.0101010101010088,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.34,0.2266666666666669,1.0101010101010113,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.31,0.21606060606060595,1.0101010101010097,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.33,0.22333333333333297,1.0101010101010084,0.3-0.5
college_mathematics,tiiuae_falcon_40b,0.35,0.22979797979797956,1.010101010101009,0.3-0.5
